ID,lat,lon,name,type,notes,marker
L480399,35.3557362,-80.9093285,Latta Plantation Nature Preserve,hotspot,,small_blue
L499411,35.8296092,-78.6967313,Laurel Hill Park,hotspot,,small_blue
L1356910,35.1019388,-77.053578,Lawson Creek Park,hotspot,,small_blue
L1065844,34.3258023,-77.6832361,Lea Island,hotspot,,small_blue
L928659,34.1238844,-78.0358028,Lee Bucks Rd.,hotspot,,small_blue
L1847425,35.9226774,-78.9827785,Leigh Farm Park,hotspot,,small_blue
L987413,35.9428527,-81.5220201,Lenoir Greenway--Zacks Fork Access,hotspot,,small_blue
L998147,35.9803226,-78.740019,Lick Creek Waterfowl Impoundment,hotspot,,small_blue
L1048178,35.0607322,-77.0619035,Lilliput Pond,hotspot,,small_blue
L1527480,36.0412016,-78.666029,Little Beaverdam Creek,hotspot,,small_blue
L2166405,35.9185105,-79.0124059,Little Creek (Durham),hotspot,,small_blue
L872669,35.9067798,-78.9983511,Little Creek Waterfowl Impoundment,hotspot,,small_blue
L998151,36.1622254,-78.9712898,Little River Regional Park,hotspot,,small_blue
L998149,36.0849057,-78.8501397,Little River Waterfowl Impoundment,hotspot,,small_blue
L1023934,35.1945726,-83.3847928,Little Tennessee River Greenway,hotspot,,small_blue
L2120269,35.1590166,-83.383162,Little Tennessee River Greenway--Macon County Library,hotspot,,small_blue
L686419,33.9310941,-78.2207894,Lockwood Folly River,hotspot,,small_blue
L2145792,33.9015884,-78.0828381,Long Beach pier,hotspot,,small_blue
L1233931,35.7648124,-81.0858822,Lookout Shoals Lake,hotspot,,small_blue
L472628,35.757901,-81.0962355,Lookout Shoals Lake Access (Catawba Co.),hotspot,,small_blue
L682876,36.145014,-81.1905098,Lowe's Park at River's Edge,hotspot,,small_blue
L713786,35.7309763,-79.1059828,Lower Haw State Natural Area,hotspot,,small_blue
L596014,35.0734722,-80.8405244,Lower McAlpine Creek Greenway,hotspot,,small_blue
L1254497,34.418428,-78.9710999,Lumber River SP,hotspot,,small_blue
L1259248,34.618303,-79.12714,Lumber River SP--John Culbreth,hotspot,,small_blue
L1259242,34.4688822,-78.956337,Lumber River SP--Piney Island,hotspot,,small_blue
L2164719,34.9053608,-79.357338,Lumber River--Chalk Banks,hotspot,,small_blue
L2164740,34.3139498,-79.0373611,Lumber River--Fair Bluff boardwalk,hotspot,,small_blue
L1667608,34.6109598,-79.0624237,Lumberton Municipal Airport (restricted access),hotspot,,small_blue
L2330326,35.748724,-78.7477255,Macedonia Lake/Speight Branch Greenway,hotspot,,small_blue
L302859,36.5170859,-75.9569081,Mackay Island NWR,hotspot,,small_blue
L775773,36.5389156,-75.9633136,Mackay Island NWR--Charles Kuralt Overlook,hotspot,,small_blue
L775771,36.5352261,-75.9378433,Mackay Island NWR--Great Marsh Trail,hotspot,,small_blue
L1106144,36.4301223,-81.6690159,Mahala Rd.,hotspot,,small_blue
L90,36.450001,-81.099998,Mahogany Rock Mountain,hotspot,,small_blue
L581630,35.3251048,-80.7602835,Mallard Creek and Clark's Creek Greenway,hotspot,,small_blue
L265080,35.9123733,-75.7713154,"Manns Harbor, NC",hotspot,,small_blue
L1907950,35.9088475,-75.6689355,Manteo Waterfront,hotspot,,small_blue
L779298,34.6817817,-77.7282715,Maple Hill--Rte. 50W,hotspot,,small_blue
L1356895,36.5131912,-75.9112767,Martin Orchards and Vineyard,hotspot,,small_blue
L331344,35.8849444,-79.0145083,Mason Farm Biological Preserve,hotspot,,small_blue
L1416458,35.8873403,-79.0110601,Mason Farm Biological Reserve (Durham Co.),hotspot,,small_blue
L600062,34.2371024,-77.7735901,Mason Inlet Waterbird Management Area,hotspot,,small_blue
L1310963,34.1680678,-77.8244019,Masonboro Island--NERR (Main Island),hotspot,,small_blue
L514553,34.1992,-77.8102,Masonboro Island--NERR (North Island),hotspot,,small_blue
L523302,35.6884112,-82.9421639,Max Patch Rd.,hotspot,,small_blue
L1522247,36.4310525,-79.9507495,Mayo River SP,hotspot,,small_blue
L594684,35.1508807,-80.740993,McAlpine Creek Park,hotspot,,small_blue
L581886,35.0633738,-80.8732367,McAlpine Wastewater Treatment Ponds,hotspot,,small_blue
L1231590,35.4500079,-80.8782899,McDowell Creek Greenway,hotspot,,small_blue
L1105761,35.1024256,-81.0252857,McDowell Nature Preserve,hotspot,,small_blue
L764042,35.1192021,-81.0088652,McDowell Prairie,hotspot,,small_blue
L974463,35.0091901,-79.6288204,McKinney Lake Fish Hatchery,hotspot,,small_blue
L902772,36.2637743,-81.6294909,Meat Camp Creek Environmental Studies Area,hotspot,,small_blue
L602221,36.2638348,-77.8883886,Medoc Mountain State Park,hotspot,,small_blue
L417829,36.433437,-76.683712,Merchants Millpond SP,hotspot,,small_blue
L1263899,35.7250538,-78.6936951,Mid Pines Rd.,hotspot,,small_blue
L492004,35.525,-78.4833333,Middle Creek Bottomlands II,hotspot,,small_blue
L386545,36.0862513,-80.2836013,Miller Park,hotspot,,small_blue
L1194426,34.1318597,-77.8702743,Millet Marsh Feeder,hotspot,,small_blue
L2327984,35.383452,-82.5487804,Mills River Park,hotspot,,small_blue
L1804312,35.3776918,-82.5450236,Mills River WTP,hotspot,,small_blue
L998154,35.9195844,-78.3879533,Mitchell Mill Natural Area,hotspot,,small_blue
L1283264,35.3726526,-83.2446957,Monteith Farmstead Park,hotspot,,small_blue
L1448401,34.4601421,-78.1118692,Moore's Creek National Battlefield,hotspot,,small_blue
L1833271,35.482844,-80.7315731,Mooresville Road--Farm Pond,hotspot,,small_blue
L1495500,35.861039,-77.0436894,Moratoc Park (Williamston),hotspot,,small_blue
L1202875,35.8942999,-79.0633464,Morgan Creek,hotspot,,small_blue
L808710,35.7406954,-81.7162228,Morganton Greenway,hotspot,,small_blue
L1270849,34.469534,-77.5087675,Morris Landing,hotspot,,small_blue
L515422,35.3737245,-80.0733483,Morrow Mountain SP,hotspot,,small_blue
L452592,36.1478557,-81.7101288,Moses H. Cone Memorial Park,hotspot,,small_blue
L472179,36.1404394,-81.6820621,Moses H. Cone Memorial Park--Bass Lake,hotspot,,small_blue
L465110,35.4337194,-80.748648,Moss Creek Nature Trail,hotspot,,small_blue
L613248,35.7649006,-82.2697449,Mount Mitchell SP,hotspot,,small_blue
L91,35.433334,-82.716667,Mount Pisgah,hotspot,,small_blue
L2142308,36.1615082,-78.9068127,Mountain Creek bridge,hotspot,,small_blue
L1833974,35.3519968,-80.9697112,Mountain Island Lake,hotspot,,small_blue
L976879,35.2981746,-76.501193,Mouse Harbor,hotspot,,small_blue
L1457216,36.4005419,-81.4623967,Mt. Jefferson SP,hotspot,,small_blue
L557006,35.4032181,-82.7541304,Mt. Pisgah Inn,hotspot,,small_blue
L434074,36.1020991,-80.3603554,Muddy Creek Greenway,hotspot,,small_blue
L1648738,35.9954488,-80.3321972,Muddy Creek WTP,hotspot,,small_blue
L1094122,36.4496287,-77.0831895,Murfreesboro Water Treatment Plant--Meherrin River Landing,hotspot,,small_blue
L1098383,35.7650933,-81.3313459,NC 127N Cell Tower,hotspot,,small_blue
L974740,35.7264474,-78.6827946,NCSU Experimental Farm,hotspot,,small_blue
L247384,36.2007021,-78.8877078,NCSU Hill Forest,hotspot,,small_blue
L477777,35.9733176,-75.6311703,Nag's Head Pier,hotspot,,small_blue
L1907928,35.8985064,-75.61409,Nags Head Causeway,hotspot,,small_blue
L1914924,35.8985064,-75.61409,Nags Head Causeway,hotspot,,small_blue
L593592,35.991341,-75.6546021,Nags Head Outer Banks,hotspot,,small_blue
L497070,35.9894485,-75.6655669,Nags Head Woods Ecological Preserve,hotspot,,small_blue
L1398808,35.9177962,-75.597984,Nags Head--Jennette's Pier,hotspot,,small_blue
L926509,35.0859,-83.2171,Nantahala NF--Flat Mt. Ranger Station,hotspot,,small_blue
L738244,35.1638101,-83.6098194,Nantahala NF--Forest Service Road #711,hotspot,,small_blue
L1468544,35.2286698,-83.3907795,Nantahala NF--Gibson Bottoms,hotspot,,small_blue
L857360,35.1522492,-84.1804862,Nantahala NF--Hiwassee Dam,hotspot,,small_blue
L836069,35.0725941,-83.5308552,Nantahala NF--Standing Indian Campground,hotspot,,small_blue
L1599576,35.3372219,-84.0252949,Nantahala NF--Stratton Gap,hotspot,,small_blue
L934024,35.0522027,-83.153801,Nantahala NF--Whitesides,hotspot,,small_blue
L1117771,35.3098022,-83.5185814,Needmore Gamelands,hotspot,,small_blue
L893135,35.7940069,-78.540616,Neuse Greenway,hotspot,,small_blue
L1280711,35.7756949,-78.5398221,Neuse Greenway--Anderson Point,hotspot,,small_blue
L1123607,35.0840258,-77.0265841,Neuse River--James City Pilings,hotspot,,small_blue
L610800,34.8510255,-76.3213348,New Drum Inlet Shoals,hotspot,,small_blue
L1244703,34.8913755,-76.2861786,New Dump Island,hotspot,,small_blue
L338056,35.9181088,-78.9708266,New Hope Waterfowl Impoundment,hotspot,,small_blue
L1970890,34.5274249,-77.3439217,New River Inlet,hotspot,,small_blue
L805361,34.529576,-77.3440719,New River Inlet,hotspot,,small_blue
L712753,36.5587393,-81.3235474,New River SP--Alleghany Access,hotspot,,small_blue
L445536,36.4735,-81.337007,New River SP--US221 Access,hotspot,,small_blue
L474821,36.4159642,-81.3868904,New River SP--Wagoner Access/Bill Bledsoe Rd.,hotspot,,small_blue
L1853001,34.7456387,-76.6593563,Newport River--Wading Creek area,hotspot,,small_blue
L1332140,35.6678118,-81.2315877,Newton Greenway,hotspot,,small_blue
L971811,35.7521198,-79.8127127,North Asheboro Park,hotspot,,small_blue
L856588,35.9001881,-79.03245,North Carolina Botanical Garden,hotspot,,small_blue
L874505,35.5383726,-77.0519578,North Carolina Estuarium,hotspot,,small_blue
L730906,36.0312197,-78.8976502,North Carolina Museum of Life and Science,hotspot,,small_blue
L1083767,34.5376012,-79.2348361,North Carolina Welcome Center (Northbound I-95),hotspot,,small_blue
L971809,35.6363718,-79.7538757,North Carolina Zoological Park,hotspot,,small_blue
L1023805,34.7672108,-76.5368986,North River Farms (permission required),hotspot,,small_blue
L1137098,34.7612351,-76.629467,North River Golf Club (Restricted),hotspot,,small_blue
L786240,34.797735,-76.6238022,North River Marsh,hotspot,,small_blue
L529457,34.4431587,-77.5222778,North Topsail Island,hotspot,,small_blue
L487457,35.9087959,-78.5798836,North Wake Sanitary Landfill (capped),hotspot,,small_blue
L1275305,36.1842663,-80.3071404,Northwest Middle School (Winston-Salem),hotspot,,small_blue
L998160,35.8568344,-78.9390603,O'Kelly Chapel Road Waterfowl Impoundment,hotspot,,small_blue
L1797599,36.0173725,-79.9942307,Oak Hollow Lake,hotspot,,small_blue
L1174403,33.9186627,-78.1713409,Oak Island,hotspot,,small_blue
L858194,34.2443752,-77.9316607,Oakdale Cemetery,hotspot,,small_blue
L1621044,34.4724029,-78.3923275,Oakland Plantation Turf Farm,hotspot,,small_blue
L660714,36.0634972,-79.1147804,Occoneechee Mt. State Natural Area,hotspot,,small_blue
L974483,36.3342455,-77.5654078,Occoneechee Neck,hotspot,,small_blue
L998131,36.0706467,-79.0848561,Occoneechee Speedway Trail,hotspot,,small_blue
L784728,33.8914125,-78.4276199,Ocean Isle Beach,hotspot,,small_blue
L1033621,33.9184526,-78.4486699,Ocean Isle Beach Wastewater Reclamation Facility,hotspot,,small_blue
L1134271,35.4869345,-83.3223724,Oconaluftee Botanical Gardens and Village,hotspot,,small_blue
L976885,35.0682212,-76.0264206,Ocracoke Inlet,hotspot,,small_blue
L524900,35.1423711,-75.8770752,Ocracoke Island,hotspot,,small_blue
L1160919,35.1277712,-75.9229088,Ocracoke Island--Hammock Hills Nature Trail,hotspot,,small_blue
L557026,35.1881194,-75.7788849,Ocracoke Island--North End,hotspot,,small_blue
L1580485,35.1870848,-75.7799316,Ocracoke Island--North Point Pond,hotspot,,small_blue
L1049675,35.1485264,-75.8714452,Ocracoke Island--Pony Pasture,hotspot,,small_blue
L732201,35.1121856,-75.9841919,Ocracoke Island--Silver Lake,hotspot,,small_blue
L557028,35.096878,-75.9785271,Ocracoke Island--South Pt. Rd.,hotspot,,small_blue
L1782391,35.772233,-79.1444457,Old Bynum Bridge,hotspot,,small_blue
L1835908,36.1249461,-80.095467,Old Kernersville Lake Park,hotspot,,small_blue
L1413664,36.0902084,-78.8404765,Old Oxford Rd. pond,hotspot,,small_blue
L1087258,33.9253434,-78.0182397,Old Smithville Burying Ground,hotspot,,small_blue
L927738,34.0213374,-78.0282283,Olde Brunswick Store Trail,hotspot,,small_blue
L1137884,34.2070464,-77.8307319,Oleander Memorial Gardens,hotspot,,small_blue
L1021743,35.9759051,-80.841254,Olin I-77 Rest Area,hotspot,,small_blue
L2251199,34.4608333,-77.485,Onslow Co. Public Beach Access #2,hotspot,,small_blue
L1023623,34.9096544,-76.5571976,Open Grounds Farm,hotspot,,small_blue
L868995,34.2135944,-77.9466999,Optimist Park Fields,hotspot,,small_blue
L1404072,35.7764242,-75.5338684,Oregon Inlet,hotspot,,small_blue
L477775,35.795086,-75.548172,Oregon Inlet Marina,hotspot,,small_blue
L267423,35.8893,-74.6963,Oregon Inlet pelagic,hotspot,,small_blue
L752788,34.1416458,-77.9679108,Orton Plantation and Gardens,hotspot,,small_blue
L927729,34.0544728,-77.9597139,Orton Pond,hotspot,,small_blue
L208295,35.294094,-82.4764237,Oseola Lake,hotspot,,small_blue
L973806,34.7525439,-76.5806293,Otway Waterfowl Impoundments,hotspot,,small_blue
L865336,36.0108529,-75.6633675,Outer Banks Arboretum,hotspot,,small_blue
L251611,35.56476,-75.46551,Outer Banks of NC,hotspot,,small_blue
L1172925,36.1103598,-81.3078296,Overmountain Victory Trail--Marley Ford Area,hotspot,,small_blue
L1194645,35.9827292,-76.1201477,Palmetto Peartree Preserve,hotspot,,small_blue
L973797,35.311203,-76.4861298,Pamlico Point,hotspot,,small_blue
L1799162,35.3771941,-76.7483397,Pamlico River Ferry Terminal--south side,hotspot,,small_blue
L614830,35.1940115,-76.1517334,Pamlico Sound--SwanQuarter/Ocracoke Ferry,hotspot,,small_blue
L880829,36.4365445,-76.9534564,Parker's Ferry,hotspot,,small_blue
L998164,36.0061871,-78.7877837,Patterson Road Waterfowl Impoundment,hotspot,,small_blue
L190286,35.66591,-75.4799,Pea Island NWR,hotspot,,small_blue
L459177,35.75,-75.5166667,Pea Island NWR--CGS-boiler (NCAM),hotspot,,small_blue
L557170,35.7097924,-75.4919529,Pea Island NWR--New Field Pond,hotspot,,small_blue
L130800,35.7175756,-75.4985794,Pea Island NWR--North Pond,hotspot,,small_blue
L1663502,35.7156212,-75.4935891,Pea Island NWR--North Pond Wildlife Trail,hotspot,,small_blue
L210417,35.767247,-75.522541,Pea Island NWR--Old Coast Guard Station,hotspot,,small_blue
L988995,35.766015,-75.5257702,Pea Island NWR--Old Ferry Landing,hotspot,,small_blue
L612908,35.7375952,-75.5145264,Pea Island NWR--Ramp 6-8 (NCAO),hotspot,,small_blue
L792647,35.7423325,-75.5069733,Pea Island NWR--Salt Flats,hotspot,,small_blue
L1555375,35.7355509,-75.5053226,Pea Island NWR--Salt Flats Wildlife Trail,hotspot,,small_blue
L365394,35.693971,-75.485696,Pea Island NWR--South Pond,hotspot,,small_blue
L1421531,35.7189502,-75.4928717,Pea Island NWR--Visitor Center Beach Crossover,hotspot,,small_blue
L459174,35.7172942,-75.4921849,Pea Island NWR--ramp 6 (NCAN),hotspot,,small_blue
L358792,35.0797413,-80.0920486,Pee Dee NWR,hotspot,,small_blue
L999354,35.0950521,-80.0199723,Pee Dee NWR--Andrews Pond,hotspot,,small_blue
L630111,35.0770546,-80.0397778,Pee Dee NWR--Arrowhead Lake,hotspot,,small_blue
L1788650,35.0773989,-80.049584,Pee Dee NWR--Big Oak Rd.,hotspot,,small_blue
L1317709,35.0969787,-80.0449491,Pee Dee NWR--Bottomlands,hotspot,,small_blue
L982134,35.0786262,-80.0360012,Pee Dee NWR--Ringneck,hotspot,,small_blue
L1788657,35.0604491,-80.0897528,Pee Dee NWR--Wildlife Dr.,hotspot,,small_blue
L1778503,35.9426924,-82.11599,Penland School of Crafts,hotspot,,small_blue
L998165,36.0732309,-78.8632075,Penny's Bend Nature Preserve,hotspot,,small_blue
L1485189,34.466181,-77.4988867,Permuda Island State Reserve,hotspot,,small_blue
L1672535,35.7896,-76.4113712,Pettigrew SP--Boat Ramp,hotspot,,small_blue
L1211082,35.7865082,-76.518665,Pettigrew SP--Cypress Point,hotspot,,small_blue
L189725,35.8068158,-76.451879,Pettigrew State Park,hotspot,,small_blue
L805113,36.0010975,-79.9547625,Piedmont Environmental Center,hotspot,,small_blue
L977726,35.5728675,-81.2490892,Piedmont Turf Grass,hotspot,,small_blue
L450683,36.3405719,-80.4772568,Pilot Mountain SP--Mountain,hotspot,,small_blue
L450685,36.2605734,-80.499959,Pilot Mountain SP--Yadkin River,hotspot,,small_blue
L71303,36.342222,-80.478611,Pilot Mountain State Park,hotspot,,small_blue
L860027,36.2615078,-75.7911479,Pine Island Audubon Sanctuary and Center,hotspot,,small_blue
L1366655,34.7003467,-76.8294842,Pine Knoll Shores Aquarium,hotspot,,small_blue
L2053308,36.0325812,-79.8423243,Pinecroft Lake Park,hotspot,,small_blue
L383885,35.201376,-79.471364,Pinehurst Greenway,hotspot,,small_blue
L1048236,35.1678306,-79.4902468,Pinehurst Lake,hotspot,,small_blue
L971810,35.542048,-79.8938119,Pisgah Covered Bridge,hotspot,,small_blue
L526579,35.2938313,-82.7268791,Pisgah NF-- Davidson Ranger District,hotspot,,small_blue
L920082,36.1172156,-82.3328304,Pisgah NF--Beauty Spot,hotspot,,small_blue
L925410,35.4998102,-82.6391602,Pisgah NF--Bent Creek,hotspot,,small_blue
L938777,35.9909937,-82.4874973,Pisgah NF--Big Bald,hotspot,,small_blue
L1756770,36.1067093,-82.0269235,Pisgah NF--Big Yellow Mountain Preserve,hotspot,,small_blue
L1293316,35.8039526,-82.2036982,Pisgah NF--Carolina Hemlocks Recreation Area,hotspot,,small_blue
L1779333,35.3495504,-82.7783218,Pisgah NF--Cradle of Forestry,hotspot,,small_blue
L737915,35.68851,-82.1981,Pisgah NF--Curtis Creek Campground,hotspot,,small_blue
L1514251,35.7181297,-82.1874644,Pisgah NF--Curtis Creek Rd.,hotspot,,small_blue
L1770903,36.009814,-81.808243,Pisgah NF--Darkside Cliffs,hotspot,,small_blue
L326002,35.3937723,-82.7744552,Pisgah NF--Frying Pan Trail,hotspot,,small_blue
L1768652,35.91248,-81.884794,Pisgah NF--Hawksbill Mountain,hotspot,,small_blue
L956051,36.0116166,-81.8357527,Pisgah NF--Little Lost Cove Cliffs,hotspot,,small_blue
L1479994,35.3038155,-82.7945179,Pisgah NF--Looking Glass Rock,hotspot,,small_blue
L1712604,35.8030083,-82.9587485,Pisgah NF--Max Patch Mountain,hotspot,,small_blue
L960076,35.4027809,-82.7565336,Pisgah NF--Mount Pisgah Campground,hotspot,,small_blue
L326006,35.4255556,-82.7569444,Pisgah NF--Mt. Pisgah,hotspot,,small_blue
L511992,35.4978798,-82.6082611,Pisgah NF--N. C. Arboretum,hotspot,,small_blue
L1002012,35.4961285,-82.6097095,Pisgah NF--N.C. Arboretum(EcoLab Birding Station),hotspot,,small_blue
L721651,35.362596,-82.7785492,Pisgah NF--Pink Beds,hotspot,,small_blue
L1248691,35.2841888,-82.79284,Pisgah NF--Pisgah Center for Wildlife Education,hotspot,,small_blue
L934678,36.1028619,-82.1331882,Pisgah NF--Rhododendron Gardens & Cloudland Trail,hotspot,,small_blue
L792687,36.1007121,-82.1083832,Pisgah NF--Roan Mountain,hotspot,,small_blue
L1408237,36.1073978,-82.1046786,Pisgah NF--Round Bald,hotspot,,small_blue
L2188085,35.327931,-82.894252,Pisgah NF--Sam Knob Trail,hotspot,,small_blue
L738332,35.3265754,-82.8928328,Pisgah NF--Shining Rock Wilderness,hotspot,,small_blue
L956088,35.8866771,-81.8847084,Pisgah NF--Table Rock,hotspot,,small_blue
L942001,35.9030082,-81.907239,Pisgah NF--Wiseman's View,hotspot,,small_blue
L685616,34.3105469,-77.7488708,Plantation Village,hotspot,,small_blue
L198986,35.8193499,-76.5170802,Pocosin Lakes NWR,hotspot,,small_blue
L1060122,35.6840715,-76.5431213,Pocosin Lakes NWR (Hyde Co),hotspot,,small_blue
L986373,35.9146352,-76.2557602,Pocosin Lakes NWR--Columbia,hotspot,,small_blue
L1978687,35.6932386,-76.5421343,Pocosin Lakes NWR--Pungo Lake Unit (Observation Tower area),hotspot,,small_blue
L974409,35.7066562,-76.5659523,Pocosin Lakes NWR--Pungo Unit,hotspot,,small_blue
L1339814,35.7845451,-76.5213081,Pocosin Lakes NWR--Shore Dr. Sparrow Fields,hotspot,,small_blue
L2101185,34.3207198,-77.7654791,Poplar Grove Plantation,hotspot,,small_blue
L998167,35.7141272,-79.0079942,Poplar Point Wastewater Ponds,hotspot,,small_blue
L1481986,35.8124519,-78.7107183,Prairie Ridge Ecostation Bird Feeders,hotspot,,small_blue
L579187,35.8125931,-78.711462,Prairie Ridge Ecostation for Wildlife Learning,hotspot,,small_blue
L1836675,36.1042366,-79.8786331,Price Park (Greensboro),hotspot,,small_blue
L998169,36.195636,-78.9064629,Quail Roost,hotspot,,small_blue
L1324243,36.1040223,-79.3260956,Quaker Creek Reservoir,hotspot,,small_blue
L1249754,35.3739812,-78.0745125,Quaker Neck Lake,hotspot,,small_blue
L1117806,35.2842332,-83.4702158,Queen Branch,hotspot,,small_blue
L899138,34.7131841,-76.6688633,Rachel Carson National Estuarine Sanctuary,hotspot,,small_blue
L1273924,34.7095153,-76.6742277,Rachel Carson National Estuarine Sanctuary--Bird Shoals,hotspot,,small_blue
L1919548,35.8694515,-76.7454404,Rail Switch Nature Trail,hotspot,,small_blue
L1002792,35.6430726,-82.2909987,Rainbow Road Trail,hotspot,,small_blue
L1848608,35.9205059,-79.0233267,Rainbow Soccer Complex,hotspot,,small_blue
L1067577,35.8835359,-78.7845495,Raleigh-Durham Airport Observation Deck,hotspot,,small_blue
L1035236,35.8500447,-79.8296599,Randleman Lake,hotspot,,small_blue
L816731,35.2927804,-81.1976337,Rankin Lake and Spillway,hotspot,,small_blue
L963186,36.4736166,-80.8415222,Raven Knob Park Lake,hotspot,,small_blue
L357287,35.46067,-78.9065552,Raven Rock SP,hotspot,,small_blue
L594688,35.267241,-80.7169604,Reedy Creek Nature Preserve,hotspot,,small_blue
L671486,35.1714086,-80.9044589,Renaissance Park,hotspot,,small_blue
L1233926,36.2160252,-81.2864685,Rendezvous Mountain Educational SF,hotspot,,small_blue
L2166018,35.213789,-79.4043732,Reservoir Park,hotspot,,small_blue
L387894,36.1266446,-80.2826786,Reynolda,hotspot,,small_blue
L1764992,35.2290901,-78.6500551,Rhodes Pond,hotspot,,small_blue
L517005,35.2941115,-80.8195496,RibbonWalk Nature Preserve,hotspot,,small_blue
L1739739,35.9216078,-82.8004061,Rich Mountain Tower,hotspot,,small_blue
L633727,35.4786698,-80.2597618,Richfield Park,hotspot,,small_blue
L1243051,35.3705285,-82.9920359,Richland Balsam,hotspot,,small_blue
L998188,35.7286718,-78.7839122,Ritter Park,hotspot,,small_blue
L1770577,35.1654745,-78.8124468,River Rd. (Game Rd. area),hotspot,,small_blue
L1228367,34.0716266,-77.9208326,River Rd. Marshes (New Hanover Co.),hotspot,,small_blue
L1899897,34.1586867,-77.9380044,River Road Bridge,hotspot,,small_blue
L1899894,34.1144549,-77.9238182,River Road Park,hotspot,,small_blue
L165194,35.818417,-81.185905,Riverbend Park,hotspot,,small_blue
L786127,36.4328846,-77.6026154,Roanoke Canal Trail (Lower),hotspot,,small_blue
L1149304,36.4767569,-77.6672029,Roanoke Canal Trail (Upper),hotspot,,small_blue
L1907955,35.9112095,-75.6665322,Roanoke Island Festival Park,hotspot,,small_blue
L450423,35.8775063,-75.6468773,Roanoke Island Marsh Game Land,hotspot,,small_blue
L791351,35.8922487,-75.6600952,Roanoke Island--Central,hotspot,,small_blue
L1279912,35.9387527,-75.7137394,Roanoke Island--Elizabethan Gardens,hotspot,,small_blue
L365555,35.937731,-75.709807,Roanoke Island--Fort Raleigh NHS,hotspot,,small_blue
L365553,35.93602,-75.69852,Roanoke Island--Morrison Grove,hotspot,,small_blue
L989018,35.9324287,-75.7218933,Roanoke Island--North End,hotspot,,small_blue
L1048804,36.4822021,-77.6925316,Roanoke Rapids Lake,hotspot,,small_blue
L1741098,36.5006165,-77.7779294,Roanoke Rapids Lake--Vultare access,hotspot,,small_blue
L1030245,35.8996189,-77.0230865,Roanoke River NWR,hotspot,,small_blue
L1549028,36.3081003,-77.4942518,Roanoke River Partners Tillery Campsite,hotspot,,small_blue
L1549038,36.2087302,-77.3826751,Roanoke River--Highway 258 bridge,hotspot,,small_blue
L1341952,34.2321565,-77.936836,Robert Strange Fields,hotspot,,small_blue
L1303201,35.7802472,-78.6684716,Rocky Branch Greenway,hotspot,,small_blue
L1562954,35.9636786,-81.1192581,Rocky Face Mountain Recreational Area,hotspot,,small_blue
L788110,35.8592831,-76.6524696,Roper Catfish Ponds,hotspot,,small_blue
L1657514,36.4274588,-79.0156778,Roxboro City Lake,hotspot,,small_blue
L519660,35.3837319,-80.9473085,Rural Hill Farm,hotspot,,small_blue
L385792,36.096551,-80.1878357,Salem Lake,hotspot,,small_blue
L836737,35.7560509,-78.8482359,Salem Pond Park,hotspot,,small_blue
L493157,35.6783546,-80.4635239,Salisbury City Park,hotspot,,small_blue
L880836,36.4703726,-76.9211197,Sand Banks,hotspot,,small_blue
L997389,35.2265506,-79.3899536,Sandhills Community College Arboretum,hotspot,,small_blue
L639359,35.0135486,-79.544363,Sandhills Game Land,hotspot,,small_blue
L721403,35.0778448,-79.6067619,Sandhills Game Land--Block A,hotspot,,small_blue
L2068553,34.9900661,-79.4857407,Sandhills Game Land--Block B,hotspot,,small_blue
L971411,35.9681599,-78.9675164,Sandy Creek Park,hotspot,,small_blue
L469499,35.7213955,-82.6674414,Sandy Mush Game Land,hotspot,,small_blue
L851163,35.7236689,-82.6628548,Sandy Mush Game Land--Cedar Hill Road #3,hotspot,,small_blue
L464520,35.719575,-82.6712394,Sandy Mush Game Land--Martin Candler fields,hotspot,,small_blue
L464524,35.7049051,-82.6695013,Sandy Mush Game Land--Turkey Creek,hotspot,,small_blue
L1474455,36.0725753,-75.7189354,Sandy Run Park,hotspot,,small_blue
L1048183,35.3582002,-83.8634706,Santeetlah Lake,hotspot,,small_blue
L513490,36.0018179,-78.9334899,Sarah P. Duke Gardens,hotspot,,small_blue
L1252816,36.4495021,-78.37286,Satterwhite SRA--Satterwhite Point,hotspot,,small_blue
L1318417,35.9486154,-79.3238854,Saxapahaw Lake,hotspot,,small_blue
L2140885,35.9460795,-79.3196046,Saxaphaw River Loop Trail,hotspot,,small_blue
L654314,35.8189963,-78.7266111,Schenck Forest,hotspot,,small_blue
L2042618,35.2530578,-81.1574972,Schiele Museum of Natural History,hotspot,,small_blue
L1549027,36.1468309,-77.4170937,Scotland Neck Cemetery,hotspot,,small_blue
L834157,35.8881461,-76.3336945,Scuppernong River SP--Simmons Landing,hotspot,,small_blue
L1762713,35.1985851,-80.858024,Sedgefield Park,hotspot,,small_blue
L903243,36.4107578,-81.6525257,Shady Grove Gardens at the Peak,hotspot,,small_blue
L1472874,36.1015598,-80.3103202,Shaffner Park,hotspot,,small_blue
L1050826,33.9019945,-78.3825073,Shallotte Inlet,hotspot,,small_blue
L1239544,33.936149,-78.3659935,Shallotte River,hotspot,,small_blue
L1048971,36.1138181,-80.420351,Shallowford Lakes,hotspot,,small_blue
L998189,35.6499524,-78.9261181,Shearon Harris Visitor's Center,hotspot,,small_blue
L882613,35.8597352,-78.6626673,Shelley Lake,hotspot,,small_blue
L581889,35.2377679,-80.6378889,Sherman Branch Park,hotspot,,small_blue
