birdID,siteNumber,commonName,scientificName,spring,summer,fall,winter,comment
21313,114,Black-throated Green Warbler,Dendroica virens,2,NULL,4,NULL,NULL
21314,114,Blackburnian Warbler,Dendroica fusca,3,NULL,2,NULL,NULL
21315,114,Yellow-throated Warbler,Dendroica dominica,5,5,4,NULL,NULL
21316,114,Pine Warbler,Dendroica pinus,5,5,5,5,NULL
21317,114,Prairie Warbler,Dendroica discolor,5,5,4,NULL,NULL
21318,114,Palm Warbler,Dendroica palmarum,4,NULL,4,3,NULL
21319,114,Bay-breasted Warbler,Dendroica castanea,1,NULL,2,NULL,NULL
21320,114,Blackpoll Warbler,Dendroica striata,5,NULL,3,NULL,NULL
21321,114,Black-and-white Warbler,Mniotilta varia,5,2,5,NULL,NULL
21322,114,American Redstart,Setophaga ruticilla,5,3,5,NULL,NULL
21323,114,Prothonotary Warbler,Protonotaria citrea,5,5,4,NULL,NULL
21324,114,Worm-eating Warbler,Helmitheros vermivorum,4,NULL,4,NULL,NULL
21325,114,Swainson's Warbler,Limnothlypis swainsonii,3,3,NULL,NULL,NULL
21326,114,Ovenbird,Seiurus aurocapilla,5,5,4,NULL,NULL
21327,114,Northern Waterthrush,Seiurus noveboracensis,4,3,4,NULL,NULL
21328,114,Louisiana Waterthrush,Seiurus motacilla,5,5,1,NULL,NULL
21329,114,Kentucky Warbler,Oporornis formosus,4,4,2,NULL,NULL
21330,114,Common Yellowthroat,Geothlypis trichas,5,5,5,3,NULL
21331,114,Hooded Warbler,Wilsonia citrina,5,5,5,NULL,NULL
21332,114,Wilson's Warbler,Wilsonia pusilla,1,NULL,1,NULL,NULL
21333,114,Canada Warbler,Wilsonia canadensis,1,NULL,1,NULL,NULL
21334,114,Yellow-breasted Chat,Icteria virens,5,5,5,NULL,NULL
21335,114,Summer Tanager,Piranga rubra,5,5,5,NULL,NULL
21336,114,Scarlet Tanager,Piranga olivacea,4,NULL,2,NULL,NULL
21337,114,Eastern Towhee,Pipilo erythrophthalmus,5,5,5,5,NULL
21338,114,Bachman's Sparrow,Aimophila aestivalis,2,2,2,2,NULL
21339,114,Chipping Sparrow,Spizella passerina,5,5,5,5,NULL
21340,114,Field Sparrow,Spizella pusilla,2,2,2,2,NULL
21341,114,Savannah Sparrow,Passerculus sandwichensis,2,NULL,3,2,NULL
21342,114,Fox Sparrow,Passerella iliaca,2,NULL,3,2,NULL
21343,114,Song Sparrow,Melospiza melodia,4,NULL,4,4,NULL
21344,114,Swamp Sparrow,Melospiza georgiana,4,NULL,4,4,NULL
21345,114,White-throated Sparrow,Zonotrichia albicollis,5,NULL,5,5,NULL
21346,114,Dark-eyed Junco,Junco hyemalis,5,NULL,5,5,NULL
21347,114,Northern Cardinal,Cardinalis cardinalis,5,5,5,5,NULL
21348,114,Rose-breasted Grosbeak,Pheucticus ludovicianus,4,NULL,4,NULL,NULL
21349,114,Blue Grosbeak,Passerina caerulea,5,5,5,NULL,NULL
21350,114,Indigo Bunting,Passerina cyanea,5,5,5,NULL,NULL
21351,114,Red-winged Blackbird,Agelaius phoeniceus,2,2,2,4,NULL
21352,114,Rusty Blackbird,Euphagus carolinus,3,NULL,3,2,NULL
21353,114,Common Grackle,Quiscalus quiscula,5,5,5,5,NULL
21354,114,Brown-headed Cowbird,Molothrus ater,4,4,4,5,NULL
21355,114,Orchard Oriole,Icterus spurius,5,5,1,NULL,NULL
21356,114,Baltimore Oriole,Icterus galbula,3,NULL,2,NULL,NULL
21357,114,Purple Finch,Carpodacus purpureus,3,NULL,1,3,NULL
21358,114,House Finch,Carpodacus mexicanus,4,4,4,5,NULL
21359,114,Pine Siskin,Carduelis pinus,3,NULL,NULL,3,NULL
21360,114,American Goldfinch,Carduelis tristis,5,4,5,5,NULL
21361,114,Evening Grosbeak,Coccothraustes vespertinus,1,NULL,NULL,1,NULL
21362,114,House Sparrow,Passer domesticus,2,2,2,2,NULL
21363,115,Canada Goose,Branta canadensis,2,2,2,2,NULL
21364,115,Wood Duck,Aix sponsa,4,4,4,4,NULL
21365,115,Gadwall,Anas strepera,4,NULL,4,4,NULL
21366,115,American Wigeon,Anas americana,3,NULL,3,3,NULL
21367,115,American Black Duck,Anas rubripes,3,NULL,3,3,NULL
21368,115,Mallard,Anas platyrhynchos,4,4,4,4,NULL
21369,115,Blue-winged Teal,Anas discors,2,NULL,2,NULL,NULL
21370,115,Northern Shoveler,Anas clypeata,4,NULL,4,4,NULL
21371,115,Northern Pintail,Anas acuta,1,NULL,1,1,NULL
21372,115,Green-winged Teal,Anas crecca,4,NULL,4,4,NULL
21373,115,Canvasback,Aythya valisineria,3,NULL,3,3,NULL
21374,115,Redhead,Aythya americana,3,NULL,3,3,NULL
21375,115,Ring-necked Duck,Aythya collaris,4,NULL,4,5,NULL
21376,115,Greater Scaup,Aythya marila,1,NULL,1,1,NULL
21377,115,Lesser Scaup,Aythya affinis,2,NULL,2,2,NULL
21378,115,Bufflehead,Bucephala albeola,4,NULL,4,5,NULL
21379,115,Common Goldeneye,Bucephala clangula,NULL,NULL,NULL,1,NULL
21380,115,Hooded Merganser,Lophodytes cucullatus,4,NULL,4,5,NULL
21381,115,Common Merganser,Mergus merganser,1,NULL,1,1,NULL
21382,115,Red-breasted Merganser,Mergus serrator,3,NULL,3,3,NULL
21383,115,Ruddy Duck,Oxyura jamaicensis,4,NULL,4,4,NULL
21384,115,Wild Turkey,Meleagris gallopavo,3,3,3,3,NULL
21385,115,Northern Bobwhite,Colinus virginianus,1,1,1,1,NULL
21386,115,Common Loon,Gavia immer,3,NULL,3,3,NULL
21387,115,Pied-billed Grebe,Podilymbus podiceps,5,2,5,5,NULL
21388,115,Horned Grebe,Podiceps auritus,4,NULL,NULL,4,NULL
21389,115,Red-necked Grebe,Podiceps grisegena,1,NULL,NULL,1,NULL
21390,115,Eared Grebe,Podiceps nigricollis,1,NULL,NULL,1,NULL
21391,115,Double-crested Cormorant,Phalacrocorax auritus,5,4,5,5,NULL
21392,115,Great Blue Heron,Ardea herodias,5,5,5,5,NULL
21393,115,Great Egret,Ardea alba,2,5,5,NULL,NULL
21394,115,Snowy Egret,Egretta thula,1,3,3,NULL,NULL
21395,115,Little Blue Heron,Egretta caerulea,1,3,3,NULL,NULL
21396,115,Tricolored Heron,Egretta tricolor,1,3,3,NULL,NULL
21397,115,Cattle Egret,Bubulcus ibis,3,3,3,NULL,NULL
21398,115,Green Heron,Butorides virescens,5,5,5,NULL,NULL
21399,115,White Ibis,Eudocimus albus,NULL,2,2,NULL,NULL
21400,115,Black Vulture,Coragyps atratus,2,2,2,2,NULL
21401,115,Turkey Vulture,Cathartes aura,5,5,5,5,NULL
21402,115,Osprey,Pandion haliaetus,5,5,5,NULL,NULL
21403,115,Bald Eagle,Haliaeetus leucocephalus,4,4,4,4,NULL
21404,115,Northern Harrier,Circus cyaneus,4,NULL,4,4,NULL
21405,115,Sharp-shinned Hawk,Accipiter striatus,2,NULL,2,2,NULL
21406,115,Cooper's Hawk,Accipiter cooperii,2,NULL,2,2,NULL
21407,115,Red-shouldered Hawk,Buteo lineatus,4,4,4,4,NULL
21408,115,Broad-winged Hawk,Buteo platypterus,3,3,3,NULL,NULL
21409,115,Red-tailed Hawk,Buteo jamaicensis,5,5,5,5,NULL
21410,115,American Kestrel,Falco sparverius,2,NULL,2,2,NULL
21411,115,American Coot,Fulica americana,5,NULL,5,5,NULL
21412,115,Killdeer,Charadrius vociferus,5,4,5,5,NULL
21413,115,Spotted Sandpiper,Actitis macularius,2,NULL,2,NULL,NULL
21414,115,Solitary Sandpiper,Tringa solitaria,3,NULL,3,NULL,NULL
21415,115,Least Sandpiper,Calidris minutilla,3,NULL,3,NULL,NULL
21416,115,Wilson's Snipe,Gallinago delicata,2,NULL,2,2,NULL
21417,115,Laughing Gull,Larus atricilla,1,1,1,NULL,NULL
21418,115,Bonaparte's Gull,Larus philadelphia,5,NULL,NULL,5,NULL
21419,115,Ring-billed Gull,Larus delawarensis,5,NULL,5,5,NULL
21420,115,Herring Gull,Larus argentatus,4,NULL,4,4,NULL
21421,115,Lesser Black-backed Gull,Larus fuscus,1,NULL,1,1,NULL
21422,115,Great Black-backed Gull,Larus marinus,1,NULL,1,1,NULL
21423,115,Forster's Tern,Sterna forsteri,3,NULL,3,3,NULL
21424,115,Rock Pigeon,Columba livia,2,2,2,2,NULL
21425,115,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
21426,115,Yellow-billed Cuckoo,Coccyzus americanus,4,4,4,NULL,NULL
21427,115,Eastern Screech-Owl,Megascops asio,2,2,2,2,NULL
21428,115,Great Horned Owl,Bubo virginianus,4,4,4,4,NULL
21429,115,Barred Owl,Strix varia,4,4,4,4,NULL
21430,115,Common Nighthawk,Chordeiles minor,2,2,2,NULL,NULL
21431,115,Chuck-will's-widow,Caprimulgus carolinensis,4,4,NULL,NULL,NULL
21432,115,Whip-poor-will,Caprimulgus vociferus,5,5,NULL,NULL,NULL
21433,115,Chimney Swift,Chaetura pelagica,5,5,5,NULL,NULL
21434,115,Ruby-throated Hummingbird,Archilochus colubris,4,4,4,NULL,NULL
21435,115,Belted Kingfisher,Ceryle alcyon,4,4,4,4,NULL
21436,115,Red-headed Woodpecker,Melanerpes erythrocephalus,2,2,2,2,NULL
21437,115,Red-bellied Woodpecker,Melanerpes carolinus,5,5,5,5,NULL
21438,115,Yellow-bellied Sapsucker,Sphyrapicus varius,4,NULL,4,4,NULL
21439,115,Downy Woodpecker,Picoides pubescens,5,5,5,5,NULL
21440,115,Hairy Woodpecker,Picoides villosus,4,4,4,4,NULL
21441,115,Northern Flicker,Colaptes auratus,5,5,5,5,NULL
21442,115,Pileated Woodpecker,Dryocopus pileatus,4,4,4,4,NULL
21443,115,Eastern Wood-Pewee,Contopus virens,5,5,5,NULL,NULL
21444,115,Acadian Flycatcher,Empidonax virescens,4,4,4,NULL,NULL
21445,115,Eastern Phoebe,Sayornis phoebe,5,5,5,2,NULL
21446,115,Great Crested Flycatcher,Myiarchus crinitus,5,5,5,NULL,NULL
21447,115,Eastern Kingbird,Tyrannus tyrannus,5,5,5,NULL,NULL
21448,115,Loggerhead Shrike,Lanius ludovicianus,3,3,3,3,NULL
21449,115,White-eyed Vireo,Vireo griseus,4,4,4,NULL,NULL
21450,115,Yellow-throated Vireo,Vireo flavifrons,4,4,4,NULL,NULL
21451,115,Blue-headed Vireo,Vireo solitarius,4,2,4,NULL,NULL
21452,115,Philadelphia Vireo,Vireo philadelphicus,NULL,NULL,3,NULL,NULL
21453,115,Red-eyed Vireo,Vireo olivaceus,5,5,5,NULL,NULL
21454,115,Blue Jay,Cyanocitta cristata,5,5,5,5,NULL
21455,115,American Crow,Corvus brachyrhynchos,5,5,5,5,NULL
21456,115,Fish Crow,Corvus ossifragus,5,5,5,3,NULL
21457,115,Purple Martin,Progne subis,5,5,5,NULL,NULL
21458,115,Tree Swallow,Tachycineta bicolor,5,2,5,1,NULL
21459,115,Northern Rough-winged Swallow,Stelgidopteryx serripennis,4,4,4,NULL,NULL
21460,115,Bank Swallow,Riparia riparia,2,NULL,2,NULL,NULL
21461,115,Cliff Swallow,Petrochelidon pyrrhonota,5,5,5,NULL,NULL
21462,115,Barn Swallow,Hirundo rustica,5,5,5,NULL,NULL
21463,115,Carolina Chickadee,Poecile carolinensis,5,5,5,5,NULL
21464,115,Tufted Titmouse,Baeolophus bicolor,5,5,5,5,NULL
21465,115,Red-breasted Nuthatch,Sitta canadensis,3,NULL,3,3,NULL
21466,115,White-breasted Nuthatch,Sitta carolinensis,5,5,5,5,NULL
21467,115,Brown-headed Nuthatch,Sitta pusilla,5,5,5,5,NULL
21468,115,Brown Creeper,Certhia americana,2,NULL,2,2,NULL
21469,115,Carolina Wren,Thryothorus ludovicianus,5,5,5,5,NULL
21470,115,House Wren,Troglodytes aedon,5,5,5,3,NULL
21471,115,Winter Wren,Troglodytes troglodytes,2,NULL,2,2,NULL
21472,115,Golden-crowned Kinglet,Regulus satrapa,5,NULL,4,5,NULL
21473,115,Ruby-crowned Kinglet,Regulus calendula,5,NULL,4,5,NULL
21474,115,Blue-gray Gnatcatcher,Polioptila caerulea,5,5,5,1,NULL
21475,115,Eastern Bluebird,Sialia sialis,5,5,5,5,NULL
21476,115,Veery,Catharus fuscescens,2,NULL,2,NULL,NULL
21477,115,Gray-cheeked Thrush,Catharus minimus,3,NULL,3,NULL,NULL
21478,115,Swainson's Thrush,Catharus ustulatus,2,NULL,2,NULL,NULL
21479,115,Hermit Thrush,Catharus guttatus,4,NULL,2,4,NULL
21480,115,Wood Thrush,Hylocichla mustelina,5,5,5,NULL,NULL
21481,115,American Robin,Turdus migratorius,5,5,5,5,NULL
21482,115,Gray Catbird,Dumetella carolinensis,5,5,5,1,NULL
21483,115,Northern Mockingbird,Mimus polyglottos,5,5,5,5,NULL
21484,115,Brown Thrasher,Toxostoma rufum,4,4,4,4,NULL
21485,115,European Starling,Sturnus vulgaris,5,5,5,5,NULL
21486,115,Cedar Waxwing,Bombycilla cedrorum,3,NULL,3,2,NULL
21487,115,Blue-winged Warbler,Vermivora pinus,3,NULL,3,NULL,NULL
21488,115,Golden-winged Warbler,Vermivora chrysoptera,NULL,NULL,1,NULL,NULL
21489,115,Tennessee Warbler,Vermivora peregrina,1,NULL,3,NULL,NULL
21490,115,Orange-crowned Warbler,Vermivora celata,NULL,NULL,1,1,NULL
21491,115,Northern Parula,Parula americana,5,5,5,NULL,NULL
21492,115,Yellow Warbler,Dendroica petechia,4,NULL,4,NULL,NULL
21493,115,Chestnut-sided Warbler,Dendroica pensylvanica,3,NULL,4,NULL,NULL
21494,115,Magnolia Warbler,Dendroica magnolia,2,NULL,5,NULL,NULL
21495,115,Cape May Warbler,Dendroica tigrina,3,NULL,4,NULL,NULL
21496,115,Black-throated Blue Warbler,Dendroica caerulescens,4,NULL,4,NULL,NULL
21497,115,Yellow-rumped Warbler,Dendroica coronata,5,NULL,5,5,NULL
21498,115,Black-throated Green Warbler,Dendroica virens,3,NULL,2,NULL,NULL
21499,115,Blackburnian Warbler,Dendroica fusca,1,NULL,2,NULL,NULL
21500,115,Yellow-throated Warbler,Dendroica dominica,5,5,5,NULL,NULL
21501,115,Pine Warbler,Dendroica pinus,5,5,5,5,NULL
21502,115,Prairie Warbler,Dendroica discolor,5,5,5,NULL,NULL
21503,115,Palm Warbler,Dendroica palmarum,5,NULL,5,2,NULL
21504,115,Bay-breasted Warbler,Dendroica castanea,1,NULL,3,NULL,NULL
21505,115,Blackpoll Warbler,Dendroica striata,5,NULL,3,NULL,NULL
21506,115,Black-and-white Warbler,Mniotilta varia,5,3,5,1,NULL
21507,115,American Redstart,Setophaga ruticilla,5,5,5,NULL,NULL
21508,115,Prothonotary Warbler,Protonotaria citrea,5,5,5,NULL,NULL
21509,115,Worm-eating Warbler,Helmitheros vermivorum,4,NULL,2,NULL,NULL
21510,115,Swainson's Warbler,Limnothlypis swainsonii,1,NULL,NULL,NULL,NULL
21511,115,Ovenbird,Seiurus aurocapilla,5,5,5,NULL,NULL
21512,115,Northern Waterthrush,Seiurus noveboracensis,4,NULL,4,NULL,NULL
21513,115,Louisiana Waterthrush,Seiurus motacilla,5,5,3,NULL,NULL
21514,115,Kentucky Warbler,Oporornis formosus,4,4,3,NULL,NULL
21515,115,Common Yellowthroat,Geothlypis trichas,5,5,5,3,NULL
21516,115,Hooded Warbler,Wilsonia citrina,5,5,5,NULL,NULL
21517,115,Wilson's Warbler,Wilsonia pusilla,1,NULL,1,NULL,NULL
21518,115,Canada Warbler,Wilsonia canadensis,3,NULL,3,NULL,NULL
21519,115,Yellow-breasted Chat,Icteria virens,5,5,5,1,NULL
21520,115,Summer Tanager,Piranga rubra,5,5,5,NULL,NULL
21521,115,Scarlet Tanager,Piranga olivacea,5,4,5,NULL,NULL
21522,115,Eastern Towhee,Pipilo erythrophthalmus,5,5,5,5,NULL
21523,115,Chipping Sparrow,Spizella passerina,5,5,5,5,NULL
21524,115,Field Sparrow,Spizella pusilla,4,4,4,4,NULL
21525,115,Vesper Sparrow,Pooecetes gramineus,NULL,NULL,1,1,NULL
21526,115,Savannah Sparrow,Passerculus sandwichensis,5,NULL,5,5,NULL
21527,115,Grasshopper Sparrow,Ammodramus savannarum,2,2,2,NULL,NULL
21528,115,Fox Sparrow,Passerella iliaca,2,NULL,NULL,2,NULL
21529,115,Song Sparrow,Melospiza melodia,5,3,5,5,NULL
21530,115,Lincoln's Sparrow,Melospiza lincolnii,1,NULL,3,NULL,NULL
21531,115,Swamp Sparrow,Melospiza georgiana,5,NULL,5,5,NULL
21532,115,White-throated Sparrow,Zonotrichia albicollis,5,NULL,5,5,NULL
21533,115,White-crowned Sparrow,Zonotrichia leucophrys,3,NULL,3,3,NULL
21534,115,Dark-eyed Junco,Junco hyemalis,5,NULL,5,5,NULL
21535,115,Northern Cardinal,Cardinalis cardinalis,5,5,5,5,NULL
21536,115,Rose-breasted Grosbeak,Pheucticus ludovicianus,4,NULL,4,NULL,NULL
21537,115,Blue Grosbeak,Passerina caerulea,5,5,5,NULL,NULL
21538,115,Indigo Bunting,Passerina cyanea,5,5,5,NULL,NULL
21539,115,Bobolink,Dolichonyx oryzivorus,4,NULL,4,NULL,NULL
21540,115,Red-winged Blackbird,Agelaius phoeniceus,4,4,4,4,NULL
21541,115,Eastern Meadowlark,Sturnella magna,4,4,4,4,NULL
21542,115,Rusty Blackbird,Euphagus carolinus,2,NULL,NULL,2,NULL
21543,115,Common Grackle,Quiscalus quiscula,5,5,5,5,NULL
21544,115,Brown-headed Cowbird,Molothrus ater,5,5,5,5,NULL
21545,115,Orchard Oriole,Icterus spurius,5,5,NULL,NULL,NULL
21546,115,Baltimore Oriole,Icterus galbula,3,NULL,2,3,NULL
21547,115,Purple Finch,Carpodacus purpureus,3,NULL,NULL,3,NULL
21548,115,House Finch,Carpodacus mexicanus,5,5,5,5,NULL
21549,115,Pine Siskin,Carduelis pinus,3,NULL,NULL,3,NULL
21550,115,American Goldfinch,Carduelis tristis,5,4,4,5,NULL
21551,115,House Sparrow,Passer domesticus,5,5,5,5,NULL
21552,116,Wood Duck,Aix sponsa,3,3,3,3,NULL
21553,116,Wild Turkey,Meleagris gallopavo,1,1,1,1,NULL
21554,116,Great Blue Heron,Ardea herodias,2,2,2,2,NULL
21555,116,Green Heron,Butorides virescens,2,2,2,NULL,NULL
21556,116,Black Vulture,Coragyps atratus,4,4,4,4,NULL
21557,116,Turkey Vulture,Cathartes aura,5,5,5,5,NULL
21558,116,Osprey,Pandion haliaetus,3,3,3,NULL,NULL
21559,116,Northern Harrier,Circus cyaneus,3,NULL,2,3,NULL
21560,116,Sharp-shinned Hawk,Accipiter striatus,3,NULL,2,3,NULL
21561,116,Cooper's Hawk,Accipiter cooperii,3,3,2,2,NULL
21562,116,Red-shouldered Hawk,Buteo lineatus,4,4,4,4,NULL
21563,116,Broad-winged Hawk,Buteo platypterus,2,2,4,NULL,NULL
21564,116,Red-tailed Hawk,Buteo jamaicensis,5,5,5,5,NULL
21565,116,American Kestrel,Falco sparverius,2,NULL,2,2,NULL
21566,116,Peregrine Falcon,Falco peregrinus,3,NULL,3,NULL,NULL
21567,116,Spotted Sandpiper,Actitis macularius,3,3,NULL,NULL,NULL
21568,116,Solitary Sandpiper,Tringa solitaria,3,3,NULL,NULL,NULL
21569,116,Rock Pigeon,Columba livia,2,2,2,2,NULL
21570,116,Mourning Dove,Zenaida macroura,5,5,5,5,NULL
21571,116,Yellow-billed Cuckoo,Coccyzus americanus,2,4,4,NULL,NULL
21572,116,Eastern Screech-Owl,Megascops asio,2,3,3,4,NULL
21573,116,Great Horned Owl,Bubo virginianus,4,4,4,4,NULL
21574,116,Barred Owl,Strix varia,4,4,4,4,NULL
21575,116,Common Nighthawk,Chordeiles minor,2,3,2,NULL,NULL
21576,116,Chuck-will's-widow,Caprimulgus carolinensis,2,2,NULL,NULL,NULL
21577,116,Whip-poor-will,Caprimulgus vociferus,4,4,NULL,NULL,NULL
21578,116,Chimney Swift,Chaetura pelagica,5,5,5,NULL,NULL
21579,116,Ruby-throated Hummingbird,Archilochus colubris,5,5,5,NULL,NULL
21580,116,Belted Kingfisher,Ceryle alcyon,3,3,3,3,NULL
21581,116,Red-headed Woodpecker,Melanerpes erythrocephalus,3,3,2,3,NULL
21582,116,Red-bellied Woodpecker,Melanerpes carolinus,5,5,5,5,NULL
21583,116,Yellow-bellied Sapsucker,Sphyrapicus varius,2,NULL,2,4,NULL
21584,116,Downy Woodpecker,Picoides pubescens,4,4,4,4,NULL
21585,116,Hairy Woodpecker,Picoides villosus,2,2,2,2,NULL
21586,116,Northern Flicker,Colaptes auratus,4,4,4,4,NULL
21587,116,Pileated Woodpecker,Dryocopus pileatus,2,2,2,2,NULL
21588,116,Eastern Wood-Pewee,Contopus virens,5,5,5,NULL,NULL
21589,116,Acadian Flycatcher,Empidonax virescens,2,2,2,NULL,NULL
21591,116,Eastern Phoebe,Sayornis phoebe,5,5,5,2,NULL
21592,116,Great Crested Flycatcher,Myiarchus crinitus,5,5,5,NULL,NULL
21593,116,Eastern Kingbird,Tyrannus tyrannus,2,2,2,NULL,NULL
21594,116,White-eyed Vireo,Vireo griseus,4,4,4,NULL,NULL
21595,116,Yellow-throated Vireo,Vireo flavifrons,2,2,2,NULL,NULL
21596,116,Blue-headed Vireo,Vireo solitarius,2,NULL,2,NULL,NULL
21597,116,Warbling Vireo,Vireo gilvus,3,NULL,1,NULL,NULL
21598,116,Philadelphia Vireo,Vireo philadelphicus,NULL,NULL,3,NULL,NULL
21599,116,Red-eyed Vireo,Vireo olivaceus,5,5,5,NULL,NULL
21600,116,Blue Jay,Cyanocitta cristata,5,5,5,5,NULL
21601,116,American Crow,Corvus brachyrhynchos,5,5,5,5,NULL
21602,116,Fish Crow,Corvus ossifragus,4,4,4,NULL,NULL
21603,116,Purple Martin,Progne subis,2,2,3,NULL,NULL
21604,116,Tree Swallow,Tachycineta bicolor,2,NULL,2,NULL,NULL
21605,116,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2,2,2,NULL,NULL
21606,116,Bank Swallow,Riparia riparia,3,3,NULL,NULL,NULL
21607,116,Barn Swallow,Hirundo rustica,5,5,5,NULL,NULL
21608,116,Carolina Chickadee,Poecile carolinensis,5,5,5,5,NULL
21609,116,Tufted Titmouse,Baeolophus bicolor,5,5,5,5,NULL
21610,116,Red-breasted Nuthatch,Sitta canadensis,3,NULL,3,3,NULL
21611,116,White-breasted Nuthatch,Sitta carolinensis,5,5,5,5,NULL
21612,116,Brown-headed Nuthatch,Sitta pusilla,5,5,5,5,NULL
21613,116,Brown Creeper,Certhia americana,2,NULL,2,2,NULL
21614,116,Carolina Wren,Thryothorus ludovicianus,5,5,5,5,NULL
21615,116,House Wren,Troglodytes aedon,4,4,4,1,NULL
21616,116,Winter Wren,Troglodytes troglodytes,4,NULL,4,4,NULL
21617,116,Golden-crowned Kinglet,Regulus satrapa,4,NULL,4,4,NULL
21618,116,Ruby-crowned Kinglet,Regulus calendula,5,NULL,5,5,NULL
21619,116,Blue-gray Gnatcatcher,Polioptila caerulea,5,5,5,NULL,NULL
21620,116,Eastern Bluebird,Sialia sialis,5,5,5,5,NULL
21621,116,Veery,Catharus fuscescens,2,NULL,2,NULL,NULL
21622,116,Gray-cheeked Thrush,Catharus minimus,2,NULL,2,NULL,NULL
21623,116,Swainson's Thrush,Catharus ustulatus,4,NULL,4,NULL,NULL
21624,116,Hermit Thrush,Catharus guttatus,4,NULL,4,4,NULL
21625,116,Wood Thrush,Hylocichla mustelina,5,5,4,NULL,NULL
21626,116,American Robin,Turdus migratorius,5,5,5,5,NULL
21627,116,Gray Catbird,Dumetella carolinensis,5,5,5,NULL,NULL
21628,116,Northern Mockingbird,Mimus polyglottos,5,5,5,5,NULL
21629,116,Brown Thrasher,Toxostoma rufum,4,4,4,4,NULL
21630,116,European Starling,Sturnus vulgaris,5,5,5,5,NULL
21631,116,Cedar Waxwing,Bombycilla cedrorum,4,NULL,NULL,4,NULL
21632,116,Blue-winged Warbler,Vermivora pinus,3,NULL,3,NULL,NULL
21633,116,Tennessee Warbler,Vermivora peregrina,3,NULL,2,NULL,NULL
21634,116,Orange-crowned Warbler,Vermivora celata,1,NULL,3,NULL,NULL
21635,116,Nashville Warbler,Vermivora ruficapilla,1,NULL,3,NULL,NULL
21636,116,Northern Parula,Parula americana,4,4,4,NULL,NULL
21637,116,Yellow Warbler,Dendroica petechia,4,2,4,NULL,NULL
21638,116,Chestnut-sided Warbler,Dendroica pensylvanica,2,NULL,2,NULL,NULL
21639,116,Magnolia Warbler,Dendroica magnolia,2,NULL,4,NULL,NULL
21640,116,Cape May Warbler,Dendroica tigrina,2,NULL,4,NULL,NULL
21641,116,Black-throated Blue Warbler,Dendroica caerulescens,5,NULL,5,NULL,NULL
21642,116,Yellow-rumped Warbler,Dendroica coronata,5,NULL,5,4,NULL
21643,116,Black-throated Green Warbler,Dendroica virens,4,NULL,4,NULL,NULL
21644,116,Blackburnian Warbler,Dendroica fusca,3,NULL,2,NULL,NULL
21645,116,Yellow-throated Warbler,Dendroica dominica,4,2,4,NULL,NULL
21646,116,Pine Warbler,Dendroica pinus,5,5,5,5,NULL
21647,116,Prairie Warbler,Dendroica discolor,4,NULL,4,NULL,NULL
21648,116,Palm Warbler,Dendroica palmarum,4,NULL,4,2,NULL
21649,116,Bay-breasted Warbler,Dendroica castanea,3,NULL,2,NULL,NULL
21650,116,Blackpoll Warbler,Dendroica striata,5,NULL,3,NULL,NULL
21651,116,Cerulean Warbler,Dendroica cerulea,1,NULL,1,NULL,NULL
21652,116,Black-and-white Warbler,Mniotilta varia,5,5,5,1,NULL
21653,116,American Redstart,Setophaga ruticilla,5,2,5,NULL,NULL
21654,116,Prothonotary Warbler,Protonotaria citrea,2,2,NULL,NULL,NULL
21655,116,Worm-eating Warbler,Helmitheros vermivorum,4,2,4,NULL,NULL
21656,116,Ovenbird,Seiurus aurocapilla,4,4,4,NULL,NULL
21657,116,Northern Waterthrush,Seiurus noveboracensis,4,3,4,NULL,NULL
21658,116,Louisiana Waterthrush,Seiurus motacilla,2,2,NULL,NULL,NULL
21659,116,Kentucky Warbler,Oporornis formosus,3,NULL,3,NULL,NULL
21660,116,Common Yellowthroat,Geothlypis trichas,5,5,5,1,NULL
21661,116,Hooded Warbler,Wilsonia citrina,4,4,4,NULL,NULL
21662,116,Wilson's Warbler,Wilsonia pusilla,3,NULL,3,NULL,NULL
21663,116,Canada Warbler,Wilsonia canadensis,3,NULL,3,NULL,NULL
21664,116,Yellow-breasted Chat,Icteria virens,2,2,2,NULL,NULL
21665,116,Summer Tanager,Piranga rubra,5,5,5,NULL,NULL
21666,116,Scarlet Tanager,Piranga olivacea,5,2,5,NULL,NULL
21667,116,Eastern Towhee,Pipilo erythrophthalmus,5,5,5,5,NULL
21668,116,Chipping Sparrow,Spizella passerina,5,5,5,5,NULL
21669,116,Savannah Sparrow,Passerculus sandwichensis,2,NULL,2,2,NULL
21670,116,Fox Sparrow,Passerella iliaca,3,NULL,3,3,NULL
21671,116,Song Sparrow,Melospiza melodia,5,4,5,5,NULL
21672,116,Lincoln's Sparrow,Melospiza lincolnii,NULL,NULL,1,NULL,NULL
21673,116,Swamp Sparrow,Melospiza georgiana,2,NULL,2,2,NULL
21674,116,White-throated Sparrow,Zonotrichia albicollis,5,NULL,5,5,NULL
21675,116,Dark-eyed Junco,Junco hyemalis,5,NULL,5,5,NULL
21676,116,Northern Cardinal,Cardinalis cardinalis,5,5,5,5,NULL
21677,116,Rose-breasted Grosbeak,Pheucticus ludovicianus,4,NULL,4,NULL,NULL
21678,116,Blue Grosbeak,Passerina caerulea,5,5,5,NULL,NULL
